LichessPuzzleId,FEN,Rating,PreLastMovePositionEvaluation,LastMove,CurrentPositionEvaluation,EvaluatedMoves
QHvg2,r2qr1k1/pp3ppp/2n5/1B3b2/8/2n2N2/PBP1QPPP/R2R2K1 w - - 0 14,2067,+208,e4c3 -408,+408,"b2c3 +408,e2e8 -217,e2f1 -287,d1d8 -397,e2d2 -398,g1f1 -462,e2e5 -466,e2e6 -473,e2e3 -481,e2c4 -483,e2e4 -496,f3e5 -516,e2d3 -518,g1h1 -519,e2e1 -523,b5c6 -526,d1e1 -530,g2g4 -532,e2e7 -538,d1d2 -538,f3d4 -545,h2h3 -560,h2h4 -561,a2a4 -561,b2c1 -562,f3e1 -564,a1c1 -565,a2a3 -565,b2a3 -568,b5d3 -569,b5a6 -571,b5c4 -572,g2g3 -576,a1b1 -576,f3h4 -599,f3g5 -603,d1d4 -619,d1f1 -629,d1b1 -642,d1c1 -645,f3d2 -648,b5a4 -650,d1d7 -673,d1d3 -678,d1d5 -698,d1d6 -703"
QHyaa,6k1/p4ppp/2p5/2P3q1/3P1n2/P3r3/3N1PPP/1R4K1 w - - 0 30,986,#+1,e8e3 #-3,#+3,"b1b8 #+3,g2g3 -561,g2g4 #-2,f2f3 #-1,h2h3 #-1,a3a4 #-1,d4d5 #-1,h2h4 #-1,f2e3 #-1,d2f1 #-1,d2b3 #-1,d2f3 #-1,d2c4 #-1,d2e4 #-1,b1a1 #-1,b1c1 #-1,b1d1 #-1,b1e1 #-1,b1f1 #-1,b1b2 #-1,b1b3 #-1,b1b4 #-1,b1b5 #-1,b1b6 #-1,b1b7 #-1,g1f1 #-1,g1h1 #-1"
QHwiA,r3k1nr/pp3ppp/4p3/4p3/1b2P3/2Nq4/PP1B1PPP/R2QK2R w KQkq - 0 13,1138,+50,d7d3 -417,+417,"d1a4 +417,d1e2 -70,d1g4 -108,f2f3 -137,d1b1 -142,d1f3 -160,a1c1 -185,f2f4 -194,d1h5 -219,c3e2 -221,d1b3 -233,a2a4 -238,d2e3 -243,h2h3 -268,d1c1 -269,h2h4 -270,a2a3 -293,h1f1 -293,d2c1 -296,a1b1 -297,d2g5 -298,h1g1 -310,c3b1 -314,d2h6 -476,d2f4 -491,c3b5 -492,c3d5 -498,c3a4 -516,b2b3 -520,g2g4 -549,g2g3 -560,d1c2 -638"
QHpcr,r6r/pp1k2p1/1qnbp1B1/8/2pP4/4B2p/PP1QKP2/1R5R w - - 0 20,1165,+209,d5c4 -289,+289,"d4d5 +289,b1d1 -232,b1g1 -235,h1d1 -242,b2b3 -247,g6e4 -262,d2c3 -263,a2a4 -283,b1c1 -297,f2f3 -313,b1e1 -320,a2a3 -320,d2d1 -326,f2f4 -328,g6c2 -336,h1e1 -339,b2b4 -352,h1f1 -360,b1f1 -360,h1g1 -362,b1a1 -371,e2d1 -373,h1c1 -374,e2f1 -383,g6h7 -386,h1h2 -405,g6f7 -411,e2f3 -434,d2e1 -443,d2c2 -452,e3g5 -458,e3f4 -474,d2c1 -485,h1h3 -511,g6h5 -533,e2e1 -536,g6e8 -546,g6f5 -552,g6d3 -583,e3h6 -607,d2b4 -735,d2a5 -780,d2d3 -818"
QHwZm,rnb1kb2/ppppqp1Q/6p1/8/2B5/2N5/PPPP1PPP/R1BK2Nn b q - 0 8,828,+300,h8h7 #-1,#+1,"h1f2 #+1,d7d5 +32,b7b5 -3,c7c6 -41,b8c6 -103,d7d6 -134,b8a6 -258,c7c5 -270,e7f6 -315,a7a5 -333,e8d8 -351,a7a6 -367,g6g5 -371,b7b6 -371,f8g7 -387,f8h6 -433,f7f6 -444,f7f5 -516,h1g3 -518,e7e6 -616,e7c5 -641,e7e5 -671,e7d6 -679,e7b4 -691,e7e3 -966,e7e1 -1015,e7e2 -1054,e7a3 -1198,e7e4 #-17,e7h4 #-2,e7g5 #-2,e7d8 #-1"
QHuhF,1q1r2k1/r5pp/4p1b1/8/2NP2P1/1PP1P3/1K2Q2P/R6R b - - 1 25,2049,+241,d1a1 -210,+210,"b8b3 +210,a7b7 -288,a7c7 -296,a7e7 -300,a7f7 -301,d8d7 -332,g6e4 -342,a7d7 -345,d8c8 -367,h7h5 -390,d8f8 -394,b8c7 -407,b8b7 -408,a7a1 -408,h7h6 -408,a7a8 -410,b8a8 -412,g6e8 -415,g8h8 -416,g6f7 -423,d8e8 -444,d8d5 -451,g8f8 -456,e6e5 -472,g6b1 -517,g6c2 -531,g6f5 -544,g6d3 -547,g8f7 -561,g6h5 -562,d8d4 -580,b8b5 -593,a7a4 -593,a7a2 -598,a7a3 -598,a7a5 -610,d8d6 -612,a7a6 -613,b8c8 -621,b8h2 -689,b8b4 -696,b8d6 -708,b8g3 -708,b8b6 -728,b8f4 -753,b8e5 -775"
QHycS,8/p7/1p2q2b/5k1p/3Rn2P/P3PPP1/1PQ5/6K1 b - - 0 38,858,+540,f2f3 -318,+318,"h6e3 +318,f5f6 -578,e6e5 -598,e6e7 -728,e6f7 -749,h6f8 -776,a7a5 -792,h6g5 -795,f5g6 -817,h6f4 -844,b6b5 -852,h6g7 -864,e6e8 -882,a7a6 -883,f5e5 -966,e6c6 #-31,e6a2 #-7,e6b3 #-7,e6c4 #-7,e6g6 #-6,e6d5 #-6,e6c8 #-6,e6g8 #-6,e6d7 #-5,e6d6 #-5,e6f6 #-1"
QHyfW,5r1k/2R4P/2p3R1/pp1p2K1/5r2/2P5/PP6/8 b - - 2 36,1079,0,g4g5 #-2,#+2,"f8f5 #+2,f4f2 0,f4f1 0,f4f3 0,f4f5 0,f4f7 -3,f8f7 -9,f4e4 -23,f4c4 #-30,f4a4 #-30,c6c5 #-30,a5a4 #-27,b5b4 #-26,d5d4 #-24,f8d8 #-7,f4h4 #-7,f8e8 #-7,f4g4 #-7,f8b8 #-6,f8a8 #-6,f8c8 #-6,f4d4 #-5,f4b4 #-5,f4f6 #-5,f8f6 #-1,f8g8 #-1"
QHxGC,6k1/1R3pp1/4p2p/8/2p4P/1nP1P1P1/2r2PB1/6K1 w - - 1 31,1076,+13,d2c2 -508,+508,"b7b8 +508,g2c6 0,g2e4 -21,b7c7 -25,g3g4 -44,g2f1 -48,h4h5 -60,b7a7 -65,g2f3 -65,b7b4 -68,g1f1 -72,g2h1 -77,b7d7 -82,b7b6 -92,b7e7 -95,b7b5 -103,g2h3 -109,f2f4 -124,f2f3 -143,e3e4 -190,g1h2 -210,g1h1 -243,g2d5 -502,b7f7 -569,b7b3 -683"
QHq6X,r4rk1/1b2pp1p/2np2p1/2p5/1pP1P1NP/q2P2P1/PQ3PB1/R3R1K1 w - - 1 20,1117,+178,a5a3 #-1,#+1,"g4h6 #+1,b2d2 -74,a1b1 -177,b2e2 -229,b2b1 -266,b2c2 -270,e1b1 -280,b2a3 -282,b2b3 -300,e1e2 -322,b2c1 -365,g4f6 -393,b2b4 -591,b2f6 -592,e4e5 -604,d3d4 -608,g4e3 -612,h4h5 -627,g2f3 -632,e1f1 -641,g4h2 -644,f2f4 -653,g4e5 -654,b2g7 -655,b2e5 -658,b2d4 -664,e1d1 -666,e1c1 -668,g1h2 -676,a1c1 -677,f2f3 -677,g2f1 -677,g1h1 -680,b2h8 -680,b2c3 -681,g2h3 -681,a1d1 -681,g2h1 -683,e1e3 -683,g1f1 -683"
QHtMN,r5k1/pp3r1p/6p1/8/3P1B2/P1P2P1P/Q2n1qPK/R6R b - - 0 26,910,-112,c7f4 #-1,#+1,"d2f3 #+1,a8e8 -151,d2e4 -276,d2f1 -337,g6g5 -565,g8g7 -565,g8h8 -567,a8c8 -570,h7h5 -572,b7b5 -575,a8f8 -576,f2h4 -578,f2e2 -578,h7h6 -592,a7a6 -593,a8b8 -597,b7b6 -597,a8d8 -600,a7a5 -601,g8f8 -622,d2c4 -626,f2f3 -683,d2b1 -707,d2b3 -753,f2g2 -768,f2f1 -804,f2g3 -819,f2d4 -830,f2e3 -874,f2g1 -877,f2e1 #-25"
QHz7D,8/8/RP6/R4k1p/6p1/1r6/2r3P1/6K1 b - - 1 39,2092,0,a1a5 -546,+546,"f5f4 +546,f5e4 0,f5e6 0,f5f6 0,f5g6 0,c2c5 -539,b3b5 #-18"
QHyNd,8/1bk2p2/p6R/1p6/7p/n1P3rP/5RP1/6K1 w - - 0 37,2318,+301,c4a3 -391,+391,"f2f7 +391,h6h4 -290,c3c4 -305,f2e2 -316,g1h2 -339,h6h5 -359,h6h7 -360,h6h8 -363,f2f5 -383,f2f6 -385,f2f4 -391,g1f1 -397,g1h1 -399,f2d2 -399,f2b2 -403,f2a2 -412,h6f6 -412,h6a6 -550,f2f3 -643,h6d6 -671,f2f1 -688,h6e6 -715,h6b6 -741,h6c6 -764,h6g6 -797,f2c2 -860"
QHxDj,6k1/5p2/p5p1/2p1B3/1pq5/2P2Q1K/7P/8 w - - 0 42,877,+545,b5b4 #-2,#+2,"f3a8 #+2,h3g3 +18,h3g2 +9,e5f6 0,f3f6 0,c3b4 -28,f3g4 -55,f3g3 -176,f3e3 -272,e5g3 -344,f3c6 -417,e5f4 -445,f3f4 -471,e5c7 -471,e5b8 -476,f3b7 -548,f3d1 -559,e5d6 -565,f3f2 -586,f3h1 -608,e5h8 -623,f3g2 -650,e5g7 -659,e5d4 -672,f3f7 #-22,f3f1 #-12,f3e2 #-12,f3e4 #-12,f3d5 #-12,f3d3 #-8,f3h5 #-8,f3f5 #-8"
QHzLP,3r2k1/p1Q2ppp/8/8/6b1/1Pn3P1/P4PBP/3R3K b - - 0 24,1562,+12,f1d1 #-3,#+3,"d8d1 #+3,d8f8 -556,g7g6 #-14,d8e8 #-11,h7h6 #-6,h7h5 #-5,g7g5 #-3,d8d2 #-2,d8d3 #-2,d8d4 #-2,d8d5 #-2,d8d6 #-2,d8c8 #-2,d8a8 #-2,d8d7 #-2,g4d7 #-2,d8b8 #-2,a7a6 #-1,f7f6 #-1,a7a5 #-1,f7f5 #-1,c3b1 #-1,c3d1 #-1,c3a2 #-1,c3e2 #-1,c3a4 #-1,c3e4 #-1,c3b5 #-1,c3d5 #-1,g4d1 #-1,g4e2 #-1,g4f3 #-1,g4h3 #-1,g4f5 #-1,g4h5 #-1,g4e6 #-1,g4c8 #-1,g8f8 #-1,g8h8 #-1"
QHzpf,6k1/2R2p1p/p1qP1Qp1/rp6/8/6P1/1P3P1P/6K1 b - - 3 30,956,#+2,e7c7 #-1,#+1,"a5a1 #+1,c6c4 -676,c6c7 -682,c6e8 #-8,c6c1 #-5,c6h1 #-5,c6d7 #-5,c6g2 #-3,h7h6 #-2,h7h5 #-2,c6e4 #-2,c6c2 #-2,c6c5 #-2,c6b6 #-2,c6a8 #-2,b5b4 #-2,g6g5 #-2,a5a2 #-2,c6b7 #-2,c6c3 #-2,a5a3 #-2,a5a4 #-2,c6d6 #-2,c6d5 #-1,c6f3 #-1,g8f8 #-1"
QHtNs,3r1r1b/pp3q1k/2p1bp1P/n3p1p1/4P3/2P1N3/PPQ1BP1N/2K3RR b - - 1 28,1884,+158,d5e3 -333,+333,"e6a2 +333,b7b5 -75,a5c4 -179,b7b6 -182,d8a8 -199,c6c5 -202,a7a6 -202,d8d7 -205,f8e8 -210,d8c8 -213,e6b3 -215,d8b8 -226,d8d6 -238,d8e8 -251,f8g8 -251,f7g8 -262,f7e7 -332,g5g4 -341,f7c7 -371,f6f5 -371,e6c4 -386,f7e8 -404,h7g8 -408,a5b3 -413,h7g6 -414,e6c8 -415,e6f5 -423,e6d7 -424,f7d7 -431,e6h3 -436,d8d4 -439,f7g6 -443,e6g4 -467,h8g7 -469,d8d2 -500,h7h6 -542,d8d3 -549,d8d1 -562,e6d5 -580,f7h5 -674,f7g7 -687,d8d5 -729"
QHzrS,6n1/5p2/8/6Kp/5P2/5k1P/7B/8 b - - 15 50,1596,0,g3h2 -550,+550,"f3g2 +550,f3f2 +21,h5h4 0,f3e4 0,f7f6 0,f3e2 0,f3e3 0,g8e7 0,f7f5 -24,g8f6 -530,g8h6 -550"
QHyRF,1r2k2r/1p1n1ppp/p1p1p3/P1P5/3P1bb1/2n2NN1/P3BPPP/R1B2RK1 w k - 1 16,993,+14,d5c3 -478,+478,"c1f4 +478,e2c4 +25,e2d3 +17,e2d1 -15,f1e1 -24,c1b2 -85,g1h1 -223,f3e5 -270,f3e1 -292,e2a6 -371,f3g5 -397,c1d2 -403,c1e3 -410,f3h4 -430,h2h3 -433,a1b1 -439,a2a4 -445,f3d2 -445,f1d1 -447,a2a3 -448,d4d5 -449,e2b5 -449,h2h4 -466,c1a3 -472,g3e4 -499,g3f5 -594,g3h5 -598,g3h1 #-1"
QHwpR,4r1k1/1q4b1/p6r/3pp2p/Q1p4P/2P2N2/5P2/4K1R1 w - - 0 30,1011,-520,e7b7 #-2,#+2,"a4e8 #+2,a4c2 -525,e1f1 -607,f3d2 -612,a4d1 -614,g1g2 -620,g1g5 -627,a4a1 -630,g1f1 -637,g1g3 -640,a4b4 -662,a4a2 -665,f3g5 -665,e1e2 -674,e1d1 -678,g1h1 -678,f3h2 -680,a4a3 -710,a4a5 -716,f3d4 -718,g1g7 -727,e1d2 -741,g1g6 -819,g1g4 -853,a4d7 -1197,a4c6 #-25,a4b5 #-22,a4b3 #-20,a4c4 #-17,a4a6 #-8,f3e5 #-8"
QHtmN,3r1rk1/1p1q3p/2p1P1p1/p1n1P3/2P3P1/PnN4Q/1P6/1K1R1B1R b - - 0 23,1989,+221,d5e6 #-3,#+3,"d7d1 #+3,d7g7 -132,d7e7 -332,d7c7 -446,c5e6 -479,b3d2 -518,f8f1 -694,b3d4 -842,c5e4 -848,b7b6 -948,h7h5 -981,h7h6 -986,b7b5 -1044,c5a4 -1200,c5d3 #-29,g8h8 #-27,a5a4 #-26,d7d3 #-25,b3c1 #-23,f8f3 #-22,b3a1 #-22,f8e8 #-21,d8e8 #-21,f8f2 #-18,f8f4 #-18,c5a6 #-17,f8f5 #-16,f8f6 #-16,d8b8 #-13,d8a8 #-13,g6g5 #-11,d8c8 #-10,f8f7 #-8,d7f7 #-7,d7d2 #-1,d7d4 #-1,d7d5 #-1,d7d6 #-1,d7e6 #-1,d7c8 #-1,d7e8 #-1,g8g7 #-1"
QHzvm,8/8/1p4pk/2pNq3/4P1Q1/7P/PP3rP1/7K w - - 16 54,1035,+564,f6e5 -509,+509,"g4h4 +509,h1g1 -262,d5e3 -314,g4d1 -442,g2g3 -594,g4f3 -669,d5f4 -716,g4f4 -803,g4h5 #-6,g4f5 #-6,g4g6 #-5,g4g5 #-4,g4g3 #-4,g4e2 #-4,d5f6 #-1,g4c8 #-1,a2a4 #-1,a2a3 #-1,d5b6 #-1,b2b3 #-1,b2b4 #-1,d5c7 #-1,h3h4 #-1,d5b4 #-1,d5c3 #-1,g4d7 #-1,d5e7 #-1,g4e6 #-1"
QHyIB,2r1kb2/pbqp1p2/1p6/1B5p/3QP3/8/PP3PPP/1K1R2NR b - - 1 19,1230,+544,d3b5 #-3,#+3,"c7c2 #+3,f8g7 -482,f8c5 -542,c8d8 -569,b7c6 -580,b7d5 -590,f8d6 -604,f7f5 -609,f7f6 -611,c7d6 -626,e8e7 -630,c8a8 -646,b7a6 -668,c8b8 -680,a7a6 -683,a7a5 -697,h5h4 -697,f8h6 -697,f8a3 -704,f8b4 -725,c7c6 -757,b7a8 -794,e8d8 -832,b7e4 -838,c7c1 -889,f8e7 #-22,c7d8 #-2,c7h2 #-1,c7c3 #-1,c7g3 #-1,c7c4 #-1,c7f4 #-1,c7c5 #-1,c7e5 #-1,c7b8 #-1"
QHvsL,r4rk1/pp1npq1p/4p1bR/3p4/3Q2P1/2NB4/PPP2P2/2KR4 w - - 5 21,1425,-114,e8f7 -442,+442,"d3g6 +442,d4e3 +23,d1h1 +9,c3e2 +2,g4g5 -28,c3b5 -47,d1e1 -57,h6h1 -98,h6h3 -106,f2f3 -114,d1d2 -125,h6h2 -127,d1f1 -132,c1b1 -143,b2b3 -161,d3b5 -167,c3d5 -169,a2a4 -170,b2b4 -176,a2a3 -182,d4b4 -183,d4a4 -184,d1g1 -185,f2f4 -213,d3e4 -239,c3a4 -242,h6h4 -245,c3b1 -254,h6g6 -259,c1d2 -269,d3e2 -299,d3f1 -303,d3c4 -305,h6h7 -358,d3f5 -385,h6h5 -405,c3e4 -485,d3a6 -497,d4d5 -571,d4a7 -596,d4b6 -630,d4h8 -636,d4f6 -637,d4g7 -664,d4c4 -688,d4e4 -698,d4c5 -745,d4e5 -745,d4f4 -833"
QHwBO,rn2kb1r/ppp2ppp/4pPb1/6B1/3q4/8/PPPN2PP/R2QKBNR b KQkq - 0 8,1455,+153,e5f6 -275,+275,"d4e5 +275,d4b2 -147,g7f6 -162,b8d7 -229,d4b4 -243,f8c5 -248,d4c5 -278,h7h6 -279,b8c6 -283,a7a6 -305,d4a4 -317,d4d5 -325,h8g8 -338,d4d6 -341,a7a5 -344,d4d7 -352,f8d6 -353,c7c6 -355,e6e5 -360,g6f5 -362,b7b6 -363,h7h5 -390,f8a3 -400,b8a6 -405,b7b5 -408,c7c5 -412,f8b4 -424,g6e4 -441,e8d7 -480,d4b6 -502,f8e7 -505,d4f6 -506,g6h5 -507,g6c2 -517,d4g1 -543,g6d3 -555,d4d8 -574,e8d8 -607,d4f2 -621,d4c3 -628,d4e3 -635,d4f4 -654,d4d2 -659,d4h4 -667,d4c4 -675,d4g4 -680,d4d3 -687,d4e4 -706"
QHyl1,1R2r3/4pp1p/p1k3p1/2ppB3/5P2/2P4P/P5P1/6K1 b - - 0 31,2254,+183,b1b8 -419,+419,"e8b8 +419,c6d7 -246,f7f6 -500,g6g5 -543,d5d4 -557,h7h5 -562,h7h6 -562,a6a5 -565,e8g8 -569,e8f8 -569,e8d8 -569,e8h8 -594,e8c8 -601,c5c4 -603,e7e6 -617,f7f5 -637"
QHvQO,8/4bp1k/N5p1/4P2p/5Pb1/1Qq5/P5PP/3R3K b - - 2 45,1137,+242,a4b3 -314,+314,"c3b3 +314,c3c6 -513,c3c8 -542,e7b4 -638,g4d1 -676,e7f8 -687,h7g8 -713,e7h4 -727,c3e5 -741,e7d8 -755,h7h6 -773,c3c2 -773,e7f6 -830,h5h4 -834,c3f3 -849,c3a5 -850,e7a3 -871,c3b2 -933,e7d6 -1007,c3e1 -1008,e7g5 #-48,c3c4 #-44,h7g7 #-41,h7h8 #-40,c3e3 #-38,g4f5 #-26,g4e6 #-23,g4f3 #-20,g4e2 #-20,g4c8 #-16,g4d7 #-15,e7c5 #-14,f7f6 #-14,g4h3 #-12,c3a1 #-10,c3g3 #-9,f7f5 #-9,c3h3 #-8,c3b4 #-7,c3d2 #-7,c3d3 #-7,c3c1 #-7,c3c5 #-7,g6g5 #-7,c3d4 #-7,c3c7 #-6"
QHyN2,6k1/pQ1b1q1p/2n3p1/6r1/2P5/2B2P2/PP3KPP/R7 b - - 0 26,1548,-21,g1f2 -454,+454,"g5g2 +454,g5c5 +13,a7a5 +4,g8f8 0,h7h5 0,h7h6 -12,f7e7 -20,d7e8 -35,g5f5 -62,a7a6 -78,f7e6 -78,f7f5 -87,g5h5 -120,c6a5 -130,c6e5 -190,f7e8 -305,d7h3 -396,g5e5 -427,c6d8 -445,g5a5 -457,c6d4 -462,c6b4 -515,g5g4 -523,c6b8 -526,d7f5 -532,f7f8 -537,d7g4 -541,f7c4 -543,d7e6 -544,g5d5 -546,f7f4 -552,c6e7 -555,g5g3 -563,g5b5 -618,d7c8 -761,f7d5 -1066,f7g7 #-35,f7f6 #-35,f7f3 #-14"
QHyvd,4kr2/pbp2p1Q/1p2p3/8/2P5/5n2/PP4P1/1KN1qB1R w - - 0 27,2173,+28,e5f3 -311,+311,"g2f3 +311,f1d3 -188,f1e2 -239,a2a4 -509,h7c2 -517,a2a3 -522,b1a1 -536,c4c5 -562,h7h6 -575,h7h3 -587,h1h4 -589,g2g3 -593,h7h5 -616,h1h3 -641,b2b3 -663,h1h5 -663,h1h2 -666,h1h6 -668,b1c2 -693,h7g7 -695,h7h8 -723,b2b4 -728,h7d3 -734,h1g1 -734,g2g4 -745,h7h4 -870,h7f5 -915,h7g6 -993,h7h2 -999,h7f7 #-23,h7g8 #-8,h7e4 #-7"
QHywZ,4r1k1/2p2ppp/2p5/p3P3/NbRr1P2/1P2q2P/P1R3P1/5Q1K w - - 11 28,1912,0,d8d4 -351,+351,"c2e2 +351,c4d4 +28,a4b2 +3,f1f3 -2,a4c5 -5,f1g1 -7,h1h2 -8,c2c1 -17,f1e2 -17,f1c1 -21,a4c3 -42,a2a3 -46,f1f2 -89,c2b2 -112,c2f2 -171,h3h4 -176,c4c6 -194,e5e6 -244,f1a1 -292,g2g3 -322,f1b1 -340,f4f5 -364,g2g4 -393,c4b4 -418,c4c5 -455,c2c3 -457,c4c3 -463,a4b6 -476,c2d2 -571,f1d3 -766,f1e1 #-13,f1d1 #-4"
QI0QC,r5k1/5ppp/3p4/B3p3/1br1P3/R6P/2R2PP1/6K1 w - - 0 31,1798,0,c3b4 -362,+362,"a5b4 +362,c2c4 -36,a5b6 -41,a5c7 -313,a3b3 -428,g2g4 -443,a3f3 -447,a3a4 -455,g2g3 -462,a3e3 -463,a3d3 -471,g1f1 -476,h3h4 -476,a3a2 -477,a5d8 -481,c2a2 -483,a3c3 -489,a3g3 -493,c2c3 -495,g1h1 -510,g1h2 -520,c2e2 -536,c2b2 -567,c2d2 -569,f2f3 -591,f2f4 -614,a3a1 -623,c2c1 -703"
QHxfl,r4rk1/pbpnqp1p/1p3bp1/3pN3/1PP5/3B4/PB2QPPP/R2R2K1 w - - 0 16,1227,+139,e6d5 -438,+438,"e5d7 +438,e5g4 +41,f2f4 -169,d1e1 -232,e5f7 -450,e5g6 -458,a1c1 -467,d3g6 -467,c4d5 -469,e2c2 -470,a1b1 -476,d3e4 -477,b2c3 -478,a2a4 -479,e2d2 -480,d3c2 -482,h2h4 -482,h2h3 -482,d1d2 -486,e2e3 -490,c4c5 -490,e5c6 -493,g2g3 -494,e5f3 -496,b4b5 -498,a2a3 -498,b2d4 -498,d1b1 -506,d1f1 -506,b2a3 -508,g1f1 -508,e2f1 -513,g2g4 -514,d3f5 -515,g1h1 -518,e2e1 -518,f2f3 -518,e2f3 -528,e2g4 -529,b2c1 -534,d1c1 -537,d3b1 -540,e2h5 -633,e2e4 -644"
QI16T,8/7p/4k3/8/pp5P/5K2/1B4P1/8 b - - 1 41,1990,+3,g3f3 -479,+479,"a4a3 +479,e6d5 -403,e6d7 -528,e6d6 -551,e6e7 -567,h7h6 -600,e6f5 -655,e6f7 -675,b4b3 -715,h7h5 -741"
QHxqM,5bk1/5ppp/2P5/5P2/1P1Q2K1/6R1/r6r/8 b - - 0 40,2119,0,c5c6 -374,+374,"h7h5 +374,a2d2 0,a2f2 0,a2c2 0,a2b2 -225,h7h6 -225,h2h1 -225,f8e7 -332,h2d2 -379,a2e2 -393,h2c2 -409,a2a8 -413,a2a6 -431,g7g6 -436,f7f6 -441,h2f2 -451,a2a4 -464,h2e2 -470,h2b2 -498,h2h6 -503,g8h8 -504,f8b4 -551,h2g2 -555,a2g2 -555,f8d6 -566,g7g5 -583,f8c5 -638,a2a1 -721,a2a7 -811,h2h5 -844,h2h4 -867,a2a5 -894,a2a3 -969,h2h3 #-22"
QI1e3,4rn2/5Q1p/1p1Bp1pk/p2pP3/3P4/1P2P3/q3r2P/5RK1 w - - 2 33,1334,0,g7h6 -561,+561,"d6f8 +561,f7f4 0,f7f3 -11,f1f2 -584,f7f2 -591,f1e1 #-7,f7f8 #-5,f7h7 #-5,f7g6 #-5,f7g7 #-5,f7a7 #-3,f7d7 #-3,f1d1 #-3,d6a3 #-3,f7f5 #-3,f7e8 #-3,h2h4 #-3,f1c1 #-3,e3e4 #-3,f7f6 #-3,b3b4 #-3,f1f4 #-3,f7g8 #-3,f1f3 #-3,d6c7 #-3,d6b4 #-3,d6c5 #-3,d6b8 #-3,f7c7 #-3,f7b7 #-3,f7e7 #-3,f1a1 #-3,f1b1 #-3,d6e7 #-3,h2h3 #-3,f1f6 #-3,f1f5 #-3,f7e6 #-3,g1h1 #-2"
QHyuw,r2r2k1/5p2/2p3pR/p2pP1b1/Pp1P2P1/1B6/6K1/7R w - - 0 43,988,#-4,e7g5 #-2,#+2,"h6h8 #+2,h6h7 +45,h6h3 -200,h6h2 -264,b3a2 -512,b3d1 -523,b3d5 -526,e5e6 -533,h6h5 -535,h1h3 -537,b3c2 -540,g2g3 -542,h1h4 -542,h6h4 -542,h1h2 -542,g2g1 -543,g2f3 -549,g2f2 -556,h1f1 -567,g2f1 -576,h1h5 -578,h6g6 -593,h1g1 -615,b3c4 -634,h1e1 -640,h1b1 -644,h1a1 -646,h1d1 -649,g2h3 -654,h1c1 -654,g2h2 -655"
QHwu4,r1b2r2/ppp2pk1/3p2p1/2b1n3/4P2q/P1N1B3/1PP1BPPP/R2Q1RK1 b - - 3 15,2179,+93,c1e3 -458,+458,"f8h8 +458,c5e3 +62,c8e6 +56,g6g5 0,f7f6 -49,a7a5 -63,a7a6 -89,c8g4 -93,f7f5 -97,c5b6 -119,f8g8 -125,f8e8 -126,f8d8 -130,b7b5 -132,e5c6 -150,a8b8 -150,b7b6 -164,c8d7 -205,e5g4 -220,h4d8 -228,e5d7 -243,h4h7 -249,c7c6 -258,h4e7 -267,h4f6 -282,g7g8 -291,g7h7 -292,g7h8 -296,h4h8 -328,g7f6 -340,c8h3 -341,c5d4 -356,c5a3 -357,e5d3 -360,e5c4 -371,c5b4 -376,e5f3 -391,d6d5 -395,c8f5 -454,h4h2 -542,h4g4 -548,h4h3 -551,h4h6 -581,h4g3 -589,h4h5 -605,h4f2 -606,h4e4 -623,h4g5 -641,h4f4 -658"
QI2Ds,8/6p1/3k2Pp/5P2/1pp1K3/8/P7/8 w - - 0 41,2276,+671,c5c4 -544,+544,"f5f6 +544,e4d4 -653,e4f4 -701,e4e3 -716,e4f3 -720,a2a4 #-48,a2a3 #-46"
QI1xS,8/7k/6p1/1B2B1K1/P7/5r2/8/8 b - - 3 51,868,+271,f6g5 -301,+301,"f3f5 +301,f3a3 -263,f3b3 -273,f3e3 -276,f3f2 -278,f3h3 -279,f3f8 -280,f3f7 -282,h7g8 -326,f3f4 #-11,f3g3 #-9,f3f1 #-8,f3d3 #-7,f3f6 #-6,f3c3 #-5"
QI1E2,b7/P6p/2r3p1/1KBk4/8/8/8/2R5 w - - 13 55,1640,+17,c8c6 -467,+467,"c1d1 +467,b5b4 0,c1c4 -10,c1c2 -19,c1c3 -20,c5a3 -279,c1h1 -420,c5e3 -471,c1b1 -473,c1e1 -476,c1f1 -482,c1g1 -486,c1a1 -498,b5a4 -502,c5d6 #-36,c5e7 #-36,c5b4 #-36,c5d4 #-35,c5f2 #-35,c5g1 #-35,c5f8 #-35,c5b6 #-35,b5a5 #-22"
QI2nG,4N2k/5Qb1/6p1/p2P1bBp/6q1/6P1/5P1P/6K1 b - - 0 32,1897,+11,b7f7 -650,+650,"g4d1 +650,g4d4 -714,g4g3 #-4,g7d4 #-3,g7e5 #-3,g7a1 #-3,g7b2 #-3,g7c3 #-3,g7h6 #-2,g7f8 #-2,a5a4 #-1,h5h4 #-1,f5b1 #-1,f5c2 #-1,f5d3 #-1,f5e4 #-1,f5e6 #-1,f5d7 #-1,f5c8 #-1,g7f6 #-1,g4e2 #-1,g4f3 #-1,g4h3 #-1,g4a4 #-1,g4b4 #-1,g4c4 #-1,g4e4 #-1,g4f4 #-1,g4h4 #-1,g4g5 #-1,h8h7 #-1"
